,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,Frequency
156,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-19,Financial account - portfolio investment: - liabilities - in mln EUR (line 19),2009,2009-01-01,11302.0,11302.0,A,Annually
157,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-19,Financial account - portfolio investment: - liabilities - in mln EUR (line 19),2010,2010-01-01,21817.0,21817.0,A,Annually
158,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-19,Financial account - portfolio investment: - liabilities - in mln EUR (line 19),2011,2011-01-01,11764.0,11764.0,A,Annually
159,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-19,Financial account - portfolio investment: - liabilities - in mln EUR (line 19),2012,2012-01-01,15679.0,15679.0,A,Annually
160,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-19,Financial account - portfolio investment: - liabilities - in mln EUR (line 19),2013,2013-01-01,1899.0,1899.0,A,Annually
161,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-19,Financial account - portfolio investment: - liabilities - in mln EUR (line 19),2014,2014-01-01,2595.0,2595.0,A,Annually
162,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-19,Financial account - portfolio investment: - liabilities - in mln EUR (line 19),2015,2015-01-01,7235.0,7235.0,A,Annually
163,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-19,Financial account - portfolio investment: - liabilities - in mln EUR (line 19),2016,2016-01-01,-2077.0,-2077.0,A,Annually
164,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-19,Financial account - portfolio investment: - liabilities - in mln EUR (line 19),2017,2017-01-01,5466.0,5466.0,A,Annually
165,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-19,Financial account - portfolio investment: - liabilities - in mln EUR (line 19),2018,2018-01-01,-3249.0,-3249.0,A,Annually
166,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-19,Financial account - portfolio investment: - liabilities - in mln EUR (line 19),2019,2019-01-01,-10835.0,-10835.0,A,Annually
167,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-19,Financial account - portfolio investment: - liabilities - in mln EUR (line 19),2020,2020-01-01,-9999.0,-9999.0,A,Annually
168,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2000,2000-01-01,NA,,A,Annually
169,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2001,2001-01-01,NA,,A,Annually
170,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2002,2002-01-01,NA,,A,Annually
171,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2003,2003-01-01,NA,,A,Annually
172,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2004,2004-01-01,9628.0,9628.0,A,Annually
173,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2005,2005-01-01,2178.0,2178.0,A,Annually
174,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2006,2006-01-01,3202.0,3202.0,A,Annually
175,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2007,2007-01-01,1324.0,1324.0,A,Annually
176,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2008,2008-01-01,-4083.0,-4083.0,A,Annually
177,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2009,2009-01-01,-3857.0,-3857.0,A,Annually
178,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2010,2010-01-01,2987.0,2987.0,A,Annually
179,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2011,2011-01-01,2716.0,2716.0,A,Annually
180,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2012,2012-01-01,1722.0,1722.0,A,Annually
181,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2013,2013-01-01,1215.0,1215.0,A,Annually
182,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2014,2014-01-01,3071.0,3071.0,A,Annually
183,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2015,2015-01-01,4600.0,4600.0,A,Annually
184,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2016,2016-01-01,2487.0,2487.0,A,Annually
185,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2017,2017-01-01,5728.0,5728.0,A,Annually
186,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2018,2018-01-01,5185.0,5185.0,A,Annually
187,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2019,2019-01-01,1259.0,1259.0,A,Annually
188,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-21,Financial account - other investment: - assets - in mln EUR (line 21),2020,2020-01-01,13678.0,13678.0,A,Annually
189,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2000,2000-01-01,NA,,A,Annually
190,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2001,2001-01-01,NA,,A,Annually
191,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2002,2002-01-01,NA,,A,Annually
192,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2003,2003-01-01,NA,,A,Annually
193,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2004,2004-01-01,-813.0,-813.0,A,Annually
194,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2005,2005-01-01,-1131.0,-1131.0,A,Annually
195,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2006,2006-01-01,7890.0,7890.0,A,Annually
196,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2007,2007-01-01,22183.0,22183.0,A,Annually
197,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2008,2008-01-01,17832.0,17832.0,A,Annually
198,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2009,2009-01-01,5935.0,5935.0,A,Annually
199,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2010,2010-01-01,9818.0,9818.0,A,Annually
200,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2011,2011-01-01,5014.0,5014.0,A,Annually
201,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2012,2012-01-01,-2786.0,-2786.0,A,Annually
202,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2013,2013-01-01,2613.0,2613.0,A,Annually
203,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2014,2014-01-01,277.0,277.0,A,Annually
204,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2015,2015-01-01,-2213.0,-2213.0,A,Annually
205,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2016,2016-01-01,14572.0,14572.0,A,Annually
206,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2017,2017-01-01,-11032.0,-11032.0,A,Annually
207,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2018,2018-01-01,41.0,41.0,A,Annually
208,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2019,2019-01-01,3915.0,3915.0,A,Annually
209,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-22,Financial account - other investment: - liabilities - in mln EUR (line 22),2020,2020-01-01,3888.0,3888.0,A,Annually
210,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2000,2000-01-01,NA,,A,Annually
211,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2001,2001-01-01,NA,,A,Annually
212,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2002,2002-01-01,NA,,A,Annually
213,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2003,2003-01-01,NA,,A,Annually
214,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2004,2004-01-01,-154.0,-154.0,A,Annually
215,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2005,2005-01-01,-138.0,-138.0,A,Annually
216,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2006,2006-01-01,548.0,548.0,A,Annually
217,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2007,2007-01-01,1457.0,1457.0,A,Annually
218,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2008,2008-01-01,745.0,745.0,A,Annually
219,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2009,2009-01-01,1301.0,1301.0,A,Annually
220,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2010,2010-01-01,449.0,449.0,A,Annually
221,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2011,2011-01-01,119.0,119.0,A,Annually
222,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2012,2012-01-01,-2133.0,-2133.0,A,Annually
223,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2013,2013-01-01,-526.0,-526.0,A,Annually
224,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2014,2014-01-01,-16.0,-16.0,A,Annually
225,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2015,2015-01-01,-879.0,-879.0,A,Annually
226,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2016,2016-01-01,175.0,175.0,A,Annually
227,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2017,2017-01-01,-1004.0,-1004.0,A,Annually
228,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2018,2018-01-01,-1074.0,-1074.0,A,Annually
229,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2019,2019-01-01,-1105.0,-1105.0,A,Annually
230,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-23,Financial account - financial derivatives - in mln EUR (line 23),2020,2020-01-01,-929.0,-929.0,A,Annually
231,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2000,2000-01-01,NA,,A,Annually
232,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2001,2001-01-01,NA,,A,Annually
233,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2002,2002-01-01,NA,,A,Annually
234,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2003,2003-01-01,NA,,A,Annually
235,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2004,2004-01-01,686.0,686.0,A,Annually
236,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2005,2005-01-01,6457.0,6457.0,A,Annually
237,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2006,2006-01-01,2030.0,2030.0,A,Annually
238,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2007,2007-01-01,9378.0,9378.0,A,Annually
239,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2008,2008-01-01,-2427.0,-2427.0,A,Annually
240,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2009,2009-01-01,10413.0,10413.0,A,Annually
241,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2010,2010-01-01,11496.0,11496.0,A,Annually
242,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2011,2011-01-01,4695.0,4695.0,A,Annually
243,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2012,2012-01-01,8733.0,8733.0,A,Annually
244,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2013,2013-01-01,754.0,754.0,A,Annually
245,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2014,2014-01-01,456.0,456.0,A,Annually
246,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2015,2015-01-01,941.0,941.0,A,Annually
247,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2016,2016-01-01,20430.0,20430.0,A,Annually
248,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2017,2017-01-01,-7143.0,-7143.0,A,Annually
249,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2018,2018-01-01,6228.0,6228.0,A,Annually
250,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2019,2019-01-01,9210.0,9210.0,A,Annually
251,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-24,Financial account - official reserve assets - in mln EUR (line 24),2020,2020-01-01,15915.0,15915.0,A,Annually
252,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2000,2000-01-01,NA,,A,Annually
253,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2001,2001-01-01,NA,,A,Annually
254,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2002,2002-01-01,NA,,A,Annually
255,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2003,2003-01-01,NA,,A,Annually
256,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2004,2004-01-01,4940.0,4940.0,A,Annually
257,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2005,2005-01-01,657.0,657.0,A,Annually
258,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2006,2006-01-01,1668.0,1668.0,A,Annually
259,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2007,2007-01-01,-770.0,-770.0,A,Annually
260,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2008,2008-01-01,-7067.0,-7067.0,A,Annually
261,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2009,2009-01-01,-6046.0,-6046.0,A,Annually
262,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2010,2010-01-01,-9637.0,-9637.0,A,Annually
263,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2011,2011-01-01,-6546.0,-6546.0,A,Annually
264,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2012,2012-01-01,-1774.0,-1774.0,A,Annually
265,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2013,2013-01-01,-6493.0,-6493.0,A,Annually
266,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2014,2014-01-01,-4229.0,-4229.0,A,Annually
267,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2015,2015-01-01,-5713.0,-5713.0,A,Annually
268,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2016,2016-01-01,262.0,262.0,A,Annually
269,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2017,2017-01-01,-6536.0,-6536.0,A,Annually
270,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2018,2018-01-01,-2733.0,-2733.0,A,Annually
271,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2019,2019-01-01,-7430.0,-7430.0,A,Annually
272,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-25,Net errors and omissions - in mln EUR (line 25),2020,2020-01-01,-7166.0,-7166.0,A,Annually
273,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-26,Relation of current account of balance of payments to gross domestic product - in % (line 26),2000,2000-01-01,NA,,A,Annually
274,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-26,Relation of current account of balance of payments to gross domestic product - in % (line 26),2001,2001-01-01,NA,,A,Annually
275,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-26,Relation of current account of balance of payments to gross domestic product - in % (line 26),2002,2002-01-01,NA,,A,Annually
276,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-26,Relation of current account of balance of payments to gross domestic product - in % (line 26),2003,2003-01-01,NA,,A,Annually
277,annual,STATPOL,ABOP,BALANCE OF PAYMENTS,ABOP-26,Relation of current account of balance of payments to gross domestic product - in % (line 26),2004,2004-01-01,-5.8,-5.8,A,Annually
