,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,3,480,482,496,501,544,nac,units,Type of data,GOODS AND SERVICES TRANSACTIONS,ACCOUNTING BALANCES,GFCG GOODS AND SERVICES TRANSACTION,Prices_ESA,Correction of effects,National Total,Units
83,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2015-Q4,2015-10-01,647.0,647.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
84,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2016-Q1,2016-01-01,643.0,643.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
85,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2016-Q2,2016-04-01,647.0,647.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
86,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2016-Q3,2016-07-01,661.0,661.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
87,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2016-Q4,2016-10-01,678.0,678.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
88,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2017-Q1,2017-01-01,696.0,696.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
89,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2017-Q2,2017-04-01,713.0,713.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
90,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2017-Q3,2017-07-01,741.0,741.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
91,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2017-Q4,2017-10-01,750.0,750.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
92,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2018-Q1,2018-01-01,739.0,739.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
93,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2018-Q2,2018-04-01,737.0,737.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
94,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2018-Q3,2018-07-01,751.0,751.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
95,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2018-Q4,2018-10-01,756.0,756.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
96,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2019-Q1,2019-01-01,801.0,801.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
97,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2019-Q2,2019-04-01,823.0,823.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
98,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2019-Q3,2019-07-01,826.0,826.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
99,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2019-Q4,2019-10-01,832.0,832.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
100,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2020-Q1,2020-01-01,850.0,850.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
101,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2020-Q2,2020-04-01,864.0,864.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
102,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2020-Q3,2020-07-01,876.0,876.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
103,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2020-Q4,2020-10-01,864.0,864.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
104,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2021-Q1,2021-01-01,832.0,832.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
105,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2021-Q2,2021-04-01,826.0,826.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
106,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2021-Q3,2021-07-01,820.0,820.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
107,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2021-Q4,2021-10-01,826.0,826.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
108,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2022-Q1,2022-01-01,835.0,835.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
109,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2022-Q2,2022-04-01,830.0,830.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
110,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2022-Q3,2022-07-01,859.0,859.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
111,quarterly,INE-SPAIN,30680,1.3 GDP mp Demand (Current prices),CNTR4923,National Total. Seasonally and calendar adjusted data. GFCF. Tangible fixed assets.Cultivated biological resources. Base data. Current prices.,2022-Q4,2022-10-01,877.0,877.0,72,,,292054,pcorr,y,00,euros,Base data,,,GFCF. Tangible fixed assets.Cultivated biological resources,Current prices,Seasonally and calendar adjusted data,National Total,Euros
